unitid,Total,Men,Women,Group
440794,22,10,12,Incoming cohort (minus exclusions)
440794,9,5,4,Completers within 150% of normal time
440828,8,6,2,Incoming cohort (minus exclusions)
440828,4,3,1,Completers within 150% of normal time
441229,24,6,18,Incoming cohort (minus exclusions)
441229,17,5,12,Completers within 150% of normal time
441900,242,67,175,Incoming cohort (minus exclusions)
441900,69,17,52,Completers within 150% of normal time
441937,871,258,613,Incoming cohort (minus exclusions)
441937,506,134,372,Completers within 150% of normal time
441982,76,38,38,Incoming cohort (minus exclusions)
441982,74,36,38,Completers within 150% of normal time
442569,251,128,123,Incoming cohort (minus exclusions)
442569,65,38,27,Completers within 150% of normal time
442639,7,5,2,Incoming cohort (minus exclusions)
442639,4,4,0,Completers within 150% of normal time
442930,37,15,22,Incoming cohort (minus exclusions)
442930,19,8,11,Completers within 150% of normal time
443049,8,4,4,Incoming cohort (minus exclusions)
443049,2,0,2,Completers within 150% of normal time
443331,6,1,5,Incoming cohort (minus exclusions)
443331,5,1,4,Completers within 150% of normal time
443410,193,139,54,Incoming cohort (minus exclusions)
443410,110,75,35,Completers within 150% of normal time
443562,178,59,119,Incoming cohort (minus exclusions)
443562,121,40,81,Completers within 150% of normal time
443784,1,0,1,Incoming cohort (minus exclusions)
443784,1,0,1,Completers within 150% of normal time
444088,9,5,4,Incoming cohort (minus exclusions)
444088,2,1,1,Completers within 150% of normal time
444255,43,8,35,Incoming cohort (minus exclusions)
444255,36,6,30,Completers within 150% of normal time
444398,17,11,6,Incoming cohort (minus exclusions)
444398,6,3,3,Completers within 150% of normal time
444413,45,45,0,Incoming cohort (minus exclusions)
444413,32,32,0,Completers within 150% of normal time
445027,312,124,188,Incoming cohort (minus exclusions)
445027,29,6,23,Completers within 150% of normal time
445133,30,12,18,Incoming cohort (minus exclusions)
445133,10,2,8,Completers within 150% of normal time
445188,1781,842,939,Incoming cohort (minus exclusions)
445188,1276,578,698,Completers within 150% of normal time
445203,11,5,6,Incoming cohort (minus exclusions)
445203,7,2,5,Completers within 150% of normal time
445692,150,129,21,Incoming cohort (minus exclusions)
445692,81,71,10,Completers within 150% of normal time
445708,519,164,355,Incoming cohort (minus exclusions)
445708,280,77,203,Completers within 150% of normal time
446048,302,147,155,Incoming cohort (minus exclusions)
446048,184,77,107,Completers within 150% of normal time
446233,35,24,11,Incoming cohort (minus exclusions)
446233,6,6,0,Completers within 150% of normal time
446385,17,10,7,Incoming cohort (minus exclusions)
446385,10,6,4,Completers within 150% of normal time
446394,3,2,1,Incoming cohort (minus exclusions)
446394,3,2,1,Completers within 150% of normal time
446561,24,13,11,Incoming cohort (minus exclusions)
446561,23,13,10,Completers within 150% of normal time
446604,319,319,0,Incoming cohort (minus exclusions)
446604,211,211,0,Completers within 150% of normal time
446640,111,51,60,Incoming cohort (minus exclusions)
446640,36,11,25,Completers within 150% of normal time
447263,2,1,1,Incoming cohort (minus exclusions)
447263,2,1,1,Completers within 150% of normal time
447421,16,3,13,Incoming cohort (minus exclusions)
447421,7,1,6,Completers within 150% of normal time
447458,65,58,7,Incoming cohort (minus exclusions)
447458,35,32,3,Completers within 150% of normal time
447689,2077,888,1189,Incoming cohort (minus exclusions)
447689,440,145,295,Completers within 150% of normal time
447953,113,67,46,Incoming cohort (minus exclusions)
447953,27,18,9,Completers within 150% of normal time
448354,37,2,35,Incoming cohort (minus exclusions)
448354,27,0,27,Completers within 150% of normal time
449038,7,6,1,Incoming cohort (minus exclusions)
449038,1,1,0,Completers within 150% of normal time
449135,66,16,50,Incoming cohort (minus exclusions)
449135,48,13,35,Completers within 150% of normal time
449339,475,303,172,Incoming cohort (minus exclusions)
449339,225,154,71,Completers within 150% of normal time
449658,28,28,0,Incoming cohort (minus exclusions)
449658,11,11,0,Completers within 150% of normal time
449764,14,9,5,Incoming cohort (minus exclusions)
449764,2,2,0,Completers within 150% of normal time
449870,6,2,4,Incoming cohort (minus exclusions)
449870,3,1,2,Completers within 150% of normal time
449898,10,4,6,Incoming cohort (minus exclusions)
449898,3,2,1,Completers within 150% of normal time
450933,453,256,197,Incoming cohort (minus exclusions)
450933,134,84,50,Completers within 150% of normal time
451103,7,1,6,Incoming cohort (minus exclusions)
451103,5,0,5,Completers within 150% of normal time
451370,9,9,0,Incoming cohort (minus exclusions)
451370,1,1,0,Completers within 150% of normal time
451398,61,61,0,Incoming cohort (minus exclusions)
451398,8,8,0,Completers within 150% of normal time
451404,79,79,0,Incoming cohort (minus exclusions)
451404,24,24,0,Completers within 150% of normal time
451556,170,60,110,Incoming cohort (minus exclusions)
451556,104,42,62,Completers within 150% of normal time
451741,7,2,5,Incoming cohort (minus exclusions)
451741,3,0,3,Completers within 150% of normal time
451820,79,46,33,Incoming cohort (minus exclusions)
451820,21,14,7,Completers within 150% of normal time
451866,15,4,11,Incoming cohort (minus exclusions)
451866,8,2,6,Completers within 150% of normal time
451927,69,41,28,Incoming cohort (minus exclusions)
451927,49,25,24,Completers within 150% of normal time
454184,149,48,101,Incoming cohort (minus exclusions)
454184,86,25,61,Completers within 150% of normal time
454227,15,2,13,Incoming cohort (minus exclusions)
454227,11,2,9,Completers within 150% of normal time
454236,18,0,18,Incoming cohort (minus exclusions)
454236,9,0,9,Completers within 150% of normal time
454245,3,0,3,Incoming cohort (minus exclusions)
454245,2,0,2,Completers within 150% of normal time
455257,87,87,0,Incoming cohort (minus exclusions)
455257,41,41,0,Completers within 150% of normal time
455770,60,22,38,Incoming cohort (minus exclusions)
455770,25,13,12,Completers within 150% of normal time
456490,2,1,1,Incoming cohort (minus exclusions)
456490,1,1,0,Completers within 150% of normal time
456959,88,23,65,Incoming cohort (minus exclusions)
456959,41,10,31,Completers within 150% of normal time
457226,1,1,0,Incoming cohort (minus exclusions)
457226,1,1,0,Completers within 150% of normal time
457299,4,2,2,Incoming cohort (minus exclusions)
457299,2,2,0,Completers within 150% of normal time
457484,7,3,4,Incoming cohort (minus exclusions)
457484,4,2,2,Completers within 150% of normal time
457688,7,6,1,Incoming cohort (minus exclusions)
457688,6,5,1,Completers within 150% of normal time
458210,18,6,12,Incoming cohort (minus exclusions)
458210,9,5,4,Completers within 150% of normal time
458229,10,3,7,Incoming cohort (minus exclusions)
458229,5,1,4,Completers within 150% of normal time
458496,30,16,14,Incoming cohort (minus exclusions)
458496,11,5,6,Completers within 150% of normal time
458919,11,6,5,Incoming cohort (minus exclusions)
458919,1,1,0,Completers within 150% of normal time
458964,3,0,3,Incoming cohort (minus exclusions)
458964,1,0,1,Completers within 150% of normal time
458973,6,4,2,Incoming cohort (minus exclusions)
458973,1,1,0,Completers within 150% of normal time
458982,91,47,44,Incoming cohort (minus exclusions)
458982,23,9,14,Completers within 150% of normal time
459259,14,0,14,Incoming cohort (minus exclusions)
459259,1,0,1,Completers within 150% of normal time
459417,37,23,14,Incoming cohort (minus exclusions)
459417,29,16,13,Completers within 150% of normal time
459727,12,2,10,Incoming cohort (minus exclusions)
459727,7,2,5,Completers within 150% of normal time
459842,9,2,7,Incoming cohort (minus exclusions)
459842,4,0,4,Completers within 150% of normal time
459851,5,3,2,Incoming cohort (minus exclusions)
459851,2,1,1,Completers within 150% of normal time
459994,10,7,3,Incoming cohort (minus exclusions)
459994,3,1,2,Completers within 150% of normal time
460376,6,3,3,Incoming cohort (minus exclusions)
460376,2,1,1,Completers within 150% of normal time
460871,4,1,3,Incoming cohort (minus exclusions)
460871,1,1,0,Completers within 150% of normal time
461023,22,4,18,Incoming cohort (minus exclusions)
461023,2,0,2,Completers within 150% of normal time
461032,1,0,1,Incoming cohort (minus exclusions)
461032,1,0,1,Completers within 150% of normal time
461148,180,104,76,Incoming cohort (minus exclusions)
461148,105,56,49,Completers within 150% of normal time
461528,2,2,0,Incoming cohort (minus exclusions)
461528,1,1,0,Completers within 150% of normal time
461759,7,6,1,Incoming cohort (minus exclusions)
461759,5,5,0,Completers within 150% of normal time
461795,119,79,40,Incoming cohort (minus exclusions)
461795,35,20,15,Completers within 150% of normal time
462354,63,33,30,Incoming cohort (minus exclusions)
462354,39,19,20,Completers within 150% of normal time
463056,431,210,221,Incoming cohort (minus exclusions)
463056,281,122,159,Completers within 150% of normal time
466921,4,2,2,Incoming cohort (minus exclusions)
466921,3,2,1,Completers within 150% of normal time
469416,151,34,117,Incoming cohort (minus exclusions)
469416,102,23,79,Completers within 150% of normal time
474863,11,3,8,Incoming cohort (minus exclusions)
474863,5,2,3,Completers within 150% of normal time
475121,945,312,633,Incoming cohort (minus exclusions)
475121,39,8,31,Completers within 150% of normal time
475608,7,5,2,Incoming cohort (minus exclusions)
475608,4,3,1,Completers within 150% of normal time
475732,5,0,5,Incoming cohort (minus exclusions)
475732,2,0,2,Completers within 150% of normal time
476601,22,22,0,Incoming cohort (minus exclusions)
476601,12,12,0,Completers within 150% of normal time
476717,151,151,0,Incoming cohort (minus exclusions)
476717,86,86,0,Completers within 150% of normal time
480073,15,3,12,Incoming cohort (minus exclusions)
480073,3,0,3,Completers within 150% of normal time
480198,1,1,0,Incoming cohort (minus exclusions)
480198,1,1,0,Completers within 150% of normal time
480781,18,17,1,Incoming cohort (minus exclusions)
480781,10,10,0,Completers within 150% of normal time
481058,9,2,7,Incoming cohort (minus exclusions)
481058,5,1,4,Completers within 150% of normal time
481225,1,0,1,Incoming cohort (minus exclusions)
481225,1,0,1,Completers within 150% of normal time
481410,18,18,0,Incoming cohort (minus exclusions)
481410,7,7,0,Completers within 150% of normal time
481438,17,17,0,Incoming cohort (minus exclusions)
481438,3,3,0,Completers within 150% of normal time
481720,11,6,5,Incoming cohort (minus exclusions)
481720,2,1,1,Completers within 150% of normal time
482149,779,274,505,Incoming cohort (minus exclusions)
482149,391,115,276,Completers within 150% of normal time
482158,679,292,387,Incoming cohort (minus exclusions)
482158,188,82,106,Completers within 150% of normal time
482228,6,4,2,Incoming cohort (minus exclusions)
482228,3,1,2,Completers within 150% of normal time
482413,31,16,15,Incoming cohort (minus exclusions)
482413,10,5,5,Completers within 150% of normal time
482422,43,29,14,Incoming cohort (minus exclusions)
482422,14,7,7,Completers within 150% of normal time
482431,112,62,50,Incoming cohort (minus exclusions)
482431,10,4,6,Completers within 150% of normal time
482440,4,3,1,Incoming cohort (minus exclusions)
482440,3,2,1,Completers within 150% of normal time
482459,14,7,7,Incoming cohort (minus exclusions)
482459,3,2,1,Completers within 150% of normal time
482468,28,11,17,Incoming cohort (minus exclusions)
482468,3,1,2,Completers within 150% of normal time
482477,145,90,55,Incoming cohort (minus exclusions)
482477,46,29,17,Completers within 150% of normal time
482538,3,3,0,Incoming cohort (minus exclusions)
482538,2,2,0,Completers within 150% of normal time
482556,50,38,12,Incoming cohort (minus exclusions)
482556,7,6,1,Completers within 150% of normal time
482574,35,25,10,Incoming cohort (minus exclusions)
482574,6,4,2,Completers within 150% of normal time
482608,10,7,3,Incoming cohort (minus exclusions)
482608,4,4,0,Completers within 150% of normal time
482617,5,2,3,Incoming cohort (minus exclusions)
482617,1,1,0,Completers within 150% of normal time
482635,8,7,1,Incoming cohort (minus exclusions)
482635,2,1,1,Completers within 150% of normal time
482680,1667,708,959,Incoming cohort (minus exclusions)
482680,802,297,505,Completers within 150% of normal time
482936,392,336,56,Incoming cohort (minus exclusions)
482936,218,185,33,Completers within 150% of normal time
